user_id,event_type,category_code,brand,price,event_date,first_purchase_date,event_month,first_purchase_month,cohort_age,min_event_date,max_event_date
a1515915625522755221,purchase,,qumo,32.46,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,computers.components.motherboard,asrock,55.16,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,computers.components.power_supply,exegate,33.14,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,computers.components.videocards,asus,140.11,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,computers.components.cpu,amd,56.27,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,,qumo,32.46,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,computers.components.motherboard,asrock,55.16,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,computers.components.power_supply,exegate,33.14,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,computers.components.videocards,asus,140.11,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,computers.components.cpu,amd,56.27,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,computers.components.cpu,amd,56.27,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522788070,purchase,electronics.telephone,sirius,31.03,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522788070,purchase,electronics.telephone,sirius,31.03,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522788070,purchase,electronics.telephone,sirius,31.03,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522867936,purchase,electronics.telephone,,4.57,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522867936,purchase,electronics.telephone,,4.57,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522867936,purchase,electronics.telephone,,4.57,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522963391,purchase,computers.peripherals.printer,epson,210.19,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522963391,purchase,computers.peripherals.printer,epson,210.19,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522963391,purchase,computers.peripherals.printer,epson,210.19,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522991213,purchase,computers.components.cpu,amd,204.29,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522991213,purchase,computers.components.cpu,amd,204.29,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625523034841,purchase,electronics.telephone,ibox,2.86,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625523034841,purchase,electronics.telephone,,10.62,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625523034841,purchase,electronics.telephone,,10.08,10/6/20,10/6/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,computers.components.cpu,amd,124.13,10/7/20,10/6/20,2020-10,2020-10,0,,
a1515915625523102527,purchase,,pioneer,103.83,10/7/20,10/7/20,2020-10,2020-10,0,,
a1515915625522096756,purchase,stationery.cartrige,hp,26.19,10/7/20,10/3/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,computers.components.cpu,amd,56.27,10/7/20,10/6/20,2020-10,2020-10,0,,
a1515915625522755221,purchase,computers.components.cpu,amd,96.86,10/7/20,10/6/20,2020-10,2020-10,0,,
a1515915625523150351,purchase,computers.peripherals.mouse,rapoo,35.25,10/7/20,10/7/20,2020-10,2020-10,0,,
a1515915625523150351,purchase,computers.peripherals.mouse,rapoo,35.25,10/7/20,10/7/20,2020-10,2020-10,0,,
a1515915625523150351,purchase,computers.peripherals.mouse,rapoo,35.25,10/7/20,10/7/20,2020-10,2020-10,0,,
a1515915625523150351,purchase,computers.peripherals.mouse,rapoo,35.25,10/7/20,10/7/20,2020-10,2020-10,0,,
a1515915625523260221,purchase,computers.peripherals.camera,logitech,26.46,10/7/20,10/7/20,2020-10,2020-10,0,,
a1515915625523256726,purchase,computers.components.videocards,palit,167,10/7/20,10/7/20,2020-10,2020-10,0,,
a1515915625523256726,purchase,computers.components.videocards,palit,167,10/7/20,10/7/20,2020-10,2020-10,0,,
a1515915625523256726,purchase,computers.components.videocards,palit,167,10/7/20,10/7/20,2020-10,2020-10,0,,
a1515915625523339343,purchase,electronics.tablet,samsung,151.38,10/7/20,10/7/20,2020-10,2020-10,0,,
a1515915625523339343,purchase,electronics.tablet,samsung,151.38,10/7/20,10/7/20,2020-10,2020-10,0,,
a1515915625523339343,purchase,electronics.tablet,samsung,151.38,10/7/20,10/7/20,2020-10,2020-10,0,,
a1515915625522991213,purchase,computers.components.cpu,amd,204.29,10/8/20,10/6/20,2020-10,2020-10,0,,
a1515915625523387398,purchase,stationery.cartrige,,30.94,10/8/20,10/8/20,2020-10,2020-10,0,,
a1515915625523387398,purchase,stationery.cartrige,,30.94,10/8/20,10/8/20,2020-10,2020-10,0,,
a1515915625523387398,purchase,stationery.cartrige,,30.94,10/8/20,10/8/20,2020-10,2020-10,0,,
a1515915625511110840,purchase,,greenconnect,552.78,10/8/20,10/8/20,2020-10,2020-10,0,,
a1515915625522991213,purchase,computers.components.cpu,amd,204.29,10/8/20,10/6/20,2020-10,2020-10,0,,
a1515915625523696973,purchase,computers.components.cpu,amd,96.86,10/8/20,10/8/20,2020-10,2020-10,0,,
a1515915625523696973,purchase,computers.components.cpu,amd,96.86,10/8/20,10/8/20,2020-10,2020-10,0,,
a1515915625523761225,purchase,,zalman,50.25,10/8/20,10/8/20,2020-10,2020-10,0,,
a1515915625523761225,purchase,computers.components.cooler,deepcool,25.29,10/8/20,10/8/20,2020-10,2020-10,0,,
a1515915625523761225,purchase,computers.components.cpu,amd,137.63,10/8/20,10/8/20,2020-10,2020-10,0,,
a1515915625523761225,purchase,computers.components.motherboard,gigabyte,67.97,10/8/20,10/8/20,2020-10,2020-10,0,,
a1515915625523761225,purchase,computers.components.videocards,gigabyte,202.67,10/8/20,10/8/20,2020-10,2020-10,0,,
a1515915625523761225,purchase,computers.components.power_supply,thermaltake,61.17,10/8/20,10/8/20,2020-10,2020-10,0,,
a1515915625523771247,purchase,,zalman,50.25,10/8/20,10/8/20,2020-10,2020-10,0,,
